# scenario synthetic ride
0.00,0.000,100.000,0.000,0.0,0,0,15.00,0,0.00
0.13,0.000,100.000,2.000,0.0,0,0,15.00,0,2.00
0.27,0.000,100.000,4.000,0.0,0,0,15.00,0,4.00
0.40,0.000,100.000,6.000,0.0,0,0,15.00,0,6.00
0.53,0.000,100.000,8.000,0.0,0,0,15.00,0,8.00
0.67,0.000,100.000,10.000,0.0,0,0,15.00,0,10.00
0.80,0.000,100.000,12.000,0.0,0,0,15.00,0,12.00
0.93,0.000,100.000,14.000,0.0,0,0,15.00,0,14.00
1.07,0.000,100.000,16.000,0.0,0,0,15.00,0,16.00
1.20,0.000,100.000,18.000,0.0,0,0,15.00,0,18.00
1.33,0.000,100.000,20.000,0.0,0,0,15.00,0,20.00
1.47,0.000,100.000,22.000,0.0,0,0,15.00,0,22.00
1.60,0.000,100.000,24.000,0.0,0,0,15.00,0,24.00
1.73,0.000,100.000,26.000,0.0,0,0,15.00,0,26.00
1.87,0.000,100.000,28.000,0.0,0,0,15.00,0,28.00
2.00,0.000,100.000,30.000,0.0,0,0,15.00,0,30.00
2.13,0.000,100.000,32.000,0.0,0,0,15.00,0,32.00
2.27,0.000,100.000,34.000,0.0,0,0,15.00,0,34.00
2.40,0.000,100.000,36.000,0.0,0,0,15.00,0,36.00
2.53,0.000,100.000,38.000,0.0,0,0,15.00,0,38.00
2.67,0.000,100.000,40.000,0.0,0,0,15.00,0,40.00
2.80,0.000,100.000,42.000,0.0,0,0,15.00,0,42.00
2.93,0.000,100.000,44.000,0.0,0,0,15.00,0,44.00
3.07,0.000,100.000,46.000,0.0,0,0,15.00,0,46.00
3.20,0.000,100.000,48.000,0.0,0,0,15.00,0,48.00
3.33,0.000,100.000,50.000,0.0,0,0,15.00,0,50.00
3.47,0.000,100.000,52.000,0.0,0,0,15.00,0,52.00
3.60,0.000,100.000,54.000,0.0,0,0,15.00,0,54.00
3.73,0.000,100.000,56.000,0.0,0,0,15.00,0,56.00
3.87,0.000,100.000,58.000,0.0,0,0,15.00,0,58.00
4.00,0.000,100.000,60.000,0.0,0,0,15.00,0,60.00
4.13,0.000,100.000,62.000,0.0,0,0,15.00,0,62.00
4.27,0.000,100.000,64.000,0.0,0,0,15.00,0,64.00
4.40,0.000,100.000,66.000,0.0,0,0,15.00,0,66.00
4.53,0.000,100.000,68.000,0.0,0,0,15.00,0,68.00
4.67,0.000,100.000,70.000,0.0,0,0,15.00,0,70.00
4.80,0.000,100.000,72.000,0.0,0,0,15.00,0,72.00
4.93,0.000,100.000,74.000,0.0,0,0,15.00,0,74.00
5.07,0.000,100.000,76.000,0.0,0,0,15.00,0,76.00
5.20,0.000,100.000,78.000,0.0,0,0,15.00,0,78.00
5.33,0.000,100.000,80.000,0.0,0,0,15.00,0,80.00
5.47,0.140,100.000,81.995,4.0,0,0,12.00,0,82.00
