# scenario synthetic ride
0.00,0.000,100.000,0.000,0.0,0,0,17.00,0,0.00
0.12,0.000,100.000,2.000,0.0,0,0,17.00,0,2.00
0.24,0.000,100.000,4.000,0.0,0,0,17.00,0,4.00
0.35,0.000,100.000,6.000,0.0,0,0,17.00,0,6.00
0.47,0.000,100.000,8.000,0.0,0,0,17.00,0,8.00
0.59,0.000,100.000,10.000,0.0,0,0,17.00,0,10.00
0.71,0.000,100.000,12.000,0.0,0,0,17.00,0,12.00
0.82,0.000,100.000,14.000,0.0,0,0,17.00,0,14.00
0.94,0.000,100.000,16.000,0.0,0,0,17.00,0,16.00
1.06,0.000,100.000,18.000,0.0,0,0,17.00,0,18.00
1.18,0.000,100.000,20.000,0.0,0,0,17.00,0,20.00
1.29,0.000,100.000,22.000,0.0,0,0,17.00,0,22.00
1.41,0.000,100.000,24.000,0.0,0,0,17.00,0,24.00
1.53,0.000,100.000,26.000,0.0,0,0,17.00,0,26.00
1.65,0.000,100.000,28.000,0.0,0,0,17.00,0,28.00
1.76,0.000,100.000,30.000,0.0,0,0,17.00,0,30.00
1.88,0.000,100.000,32.000,0.0,0,0,17.00,0,32.00
2.00,0.000,100.000,34.000,0.0,0,0,17.00,0,34.00
2.12,0.000,100.000,36.000,0.0,0,0,17.00,0,36.00
2.24,0.000,100.000,38.000,0.0,0,0,17.00,0,38.00
2.35,0.000,100.000,40.000,0.0,0,0,17.00,0,40.00
2.47,0.000,100.000,42.000,0.0,0,0,17.00,0,42.00
2.59,0.000,100.000,44.000,0.0,0,0,17.00,0,44.00
2.71,0.000,100.000,46.000,0.0,0,0,17.00,0,46.00
2.82,0.000,100.000,48.000,0.0,0,0,17.00,0,48.00
2.94,0.000,100.000,50.000,0.0,0,0,17.00,0,50.00
3.06,0.000,100.000,52.000,0.0,0,0,17.00,0,52.00
3.18,0.000,100.000,54.000,0.0,0,0,17.00,0,54.00
3.29,0.000,100.000,56.000,0.0,0,0,17.00,0,56.00
3.41,0.000,100.000,58.000,0.0,0,0,17.00,0,58.00
3.53,0.000,100.000,60.000,0.0,0,0,17.00,0,60.00
3.65,0.000,100.000,62.000,0.0,0,0,17.00,0,62.00
3.76,0.000,100.000,64.000,0.0,0,0,17.00,0,64.00
3.88,0.000,100.000,66.000,0.0,0,0,17.00,0,66.00
4.00,0.000,100.000,68.000,0.0,0,0,17.00,0,68.00
4.12,0.000,100.000,70.000,0.0,0,0,17.00,0,70.00
4.24,0.000,100.000,72.000,0.0,0,0,17.00,0,72.00
4.35,0.000,100.000,74.000,0.0,0,0,17.00,0,74.00
4.47,0.000,100.000,76.000,0.0,0,0,17.00,0,76.00
4.59,0.000,100.000,78.000,0.0,0,0,17.00,0,78.00
4.71,0.000,100.000,80.000,0.0,0,0,17.00,0,80.00
4.82,0.000,100.000,82.000,0.0,0,0,17.00,0,82.00
4.94,0.000,100.000,84.000,0.0,0,0,17.00,0,84.00
5.06,0.000,100.000,86.000,0.0,0,0,17.00,0,86.00
5.18,0.000,100.000,88.000,0.0,0,0,17.00,0,88.00
5.29,0.000,100.000,90.000,0.0,0,0,17.00,0,90.00
5.41,0.000,100.000,92.000,0.0,0,0,17.00,0,92.00
5.53,0.000,100.000,94.000,0.0,0,0,17.00,0,94.00
5.65,0.000,100.000,96.000,0.0,0,0,17.00,0,96.00
5.76,0.000,100.000,98.000,0.0,0,0,17.00,0,98.00
5.88,0.000,100.000,100.000,0.0,0,0,17.00,0,100.00
6.00,0.000,100.000,102.000,0.0,0,0,17.00,0,102.00
6.12,0.000,100.000,104.000,0.0,0,0,17.00,0,104.00
6.24,0.000,100.000,106.000,0.0,0,0,17.00,0,106.00
6.35,0.000,100.000,108.000,0.0,0,0,17.00,0,108.00
6.47,0.000,100.000,110.000,0.0,0,0,17.00,0,110.00
6.59,0.000,100.000,112.000,0.0,0,0,17.00,0,112.00
6.71,0.000,100.000,114.000,0.0,0,0,17.00,0,114.00
6.82,0.000,100.000,116.000,0.0,0,0,17.00,0,116.00
6.94,0.000,100.000,118.000,0.0,0,0,17.00,0,118.00
7.06,0.000,100.000,120.000,0.0,0,0,17.00,0,120.00
7.18,0.000,100.000,122.000,0.0,0,0,17.00,0,122.00
7.29,0.000,100.000,124.000,0.0,0,0,17.00,0,124.00
7.41,0.000,100.000,126.000,0.0,0,0,17.00,0,126.00
7.53,0.000,100.000,128.000,0.0,0,0,17.00,0,128.00
7.65,0.000,100.000,130.000,0.0,0,0,17.00,0,130.00
7.76,0.000,100.000,132.000,0.0,0,0,17.00,0,132.00
7.88,0.000,100.000,134.000,0.0,0,0,17.00,0,134.00
8.00,0.000,100.000,136.000,0.0,0,0,17.00,0,136.00
8.12,0.000,100.000,138.000,0.0,0,0,17.00,0,138.00
8.24,0.000,100.000,140.000,0.0,0,0,17.00,0,140.00
8.35,0.000,100.000,142.000,0.0,0,0,17.00,0,142.00
8.47,0.000,100.000,144.000,0.0,0,0,17.00,0,144.00
8.59,0.000,100.000,146.000,0.0,0,0,17.00,0,146.00
8.71,0.000,100.000,148.000,0.0,0,0,17.00,0,148.00
8.82,0.000,100.000,150.000,0.0,0,0,17.00,0,150.00
8.94,0.000,100.000,152.000,0.0,0,0,17.00,0,152.00
9.06,0.000,100.000,154.000,0.0,0,0,17.00,0,154.00
9.18,0.000,100.000,156.000,0.0,0,0,17.00,0,156.00
9.29,0.000,100.000,158.000,0.0,0,0,17.00,0,158.00
9.41,0.000,100.000,160.000,0.0,0,0,17.00,0,160.00
9.53,0.000,100.000,162.000,0.0,0,0,17.00,0,162.00
9.65,0.000,100.000,164.000,0.0,0,0,17.00,0,164.00
9.76,0.000,100.000,166.000,0.0,0,0,17.00,0,166.00
9.88,0.000,100.000,168.000,0.0,0,0,17.00,0,168.00
10.00,0.000,100.000,170.000,0.0,0,0,17.00,0,170.00
10.12,0.000,100.000,172.000,0.0,0,0,17.00,0,172.00
10.24,0.000,100.000,174.000,0.0,0,0,17.00,0,174.00
10.35,0.000,100.000,176.000,0.0,0,0,17.00,0,176.00
10.47,0.000,100.000,178.000,0.0,0,0,17.00,0,178.00
10.59,0.000,100.000,180.000,0.0,0,0,17.00,0,180.00
10.71,0.000,100.000,182.000,0.0,0,0,17.00,0,182.00
10.82,0.000,100.000,184.000,0.0,0,0,17.00,0,184.00
10.94,0.000,100.000,186.000,0.0,0,0,17.00,0,186.00
11.06,0.000,100.000,188.000,0.0,0,0,17.00,0,188.00
11.18,0.000,100.000,190.000,0.0,0,0,17.00,0,190.00
11.29,0.000,100.000,192.000,0.0,0,0,17.00,0,192.00
11.41,0.000,100.000,194.000,0.0,0,0,17.00,0,194.00
11.53,0.000,100.000,196.000,0.0,0,0,17.00,0,196.00
11.65,0.000,100.000,198.000,0.0,0,0,17.00,0,198.00
11.76,0.000,100.000,200.000,0.0,0,0,17.00,0,200.00
11.88,0.052,100.000,201.999,1.5,0,0,13.00,0,202.00
12.04,0.157,100.000,203.997,3.0,0,0,13.00,0,204.00
12.19,0.314,100.000,205.990,4.5,0,0,13.00,0,206.00
12.34,0.523,100.000,207.979,6.0,0,0,13.00,0,208.00
12.50,0.784,100.000,209.962,7.5,0,0,13.00,0,210.00
12.65,1.097,100.000,211.938,9.0,0,0,13.00,0,212.00
12.81,1.461,100.000,213.904,10.5,0,0,13.00,0,214.00
12.96,1.877,100.000,215.861,12.0,0,0,13.00,0,216.00
13.11,2.344,100.000,217.805,13.5,0,0,13.00,0,218.00
13.27,2.862,100.000,219.737,15.0,0,0,13.00,0,220.00
13.42,3.430,100.000,221.655,16.5,0,0,13.00,0,222.00
13.57,4.048,100.000,223.557,18.0,0,0,13.00,0,224.00
13.73,4.715,100.000,225.442,19.5,0,0,13.00,0,226.00
13.88,5.432,100.000,227.309,21.0,0,0,13.00,0,228.00
14.04,6.198,100.000,229.157,22.5,0,0,13.00,0,230.00
14.19,7.011,100.000,230.984,24.0,0,0,13.00,0,232.00
14.34,7.872,100.000,232.789,25.5,0,0,13.00,0,234.00
14.50,8.780,100.000,234.571,27.0,0,0,13.00,0,236.00
14.65,9.734,100.000,236.329,28.5,0,0,13.00,0,238.00
14.81,10.734,100.000,238.061,30.0,0,0,13.00,0,240.00
14.96,11.779,100.000,239.766,31.5,0,0,13.00,0,242.00
15.11,12.869,100.000,241.444,33.0,0,0,13.00,0,244.00
15.27,14.001,100.000,243.092,34.5,0,0,13.00,0,246.00
15.42,15.177,100.000,244.710,36.0,0,0,13.00,0,248.00
15.57,16.395,100.000,246.297,37.5,0,0,13.00,0,250.00
15.73,17.653,100.000,247.851,39.0,0,0,13.00,0,252.00
15.88,18.952,100.000,249.372,40.5,0,0,13.00,0,254.00
16.04,20.290,100.000,250.858,42.0,0,0,13.00,0,256.00
16.19,21.667,100.000,252.309,43.5,0,0,13.00,0,258.00
16.34,23.081,100.000,253.723,45.0,0,0,13.00,0,260.00
16.50,24.495,100.080,255.137,45.0,0,0,16.00,0,262.00
16.62,25.910,100.160,256.551,45.0,0,0,16.00,0,264.00
16.75,27.324,100.240,257.966,45.0,0,0,16.00,0,266.00
16.87,28.738,100.320,259.380,45.0,0,0,16.00,0,268.00
17.00,30.152,100.400,260.794,45.0,0,0,16.00,0,270.00
17.12,31.567,100.480,262.208,45.0,0,0,16.00,0,272.00
17.25,32.981,100.560,263.622,45.0,0,0,16.00,0,274.00
17.37,34.395,100.640,265.037,45.0,0,0,16.00,0,276.00
17.50,35.809,100.720,266.451,45.0,0,0,16.00,0,278.00
17.62,37.223,100.800,267.865,45.0,0,0,16.00,0,280.00
17.75,38.638,100.880,269.279,45.0,0,0,16.00,0,282.00
17.87,40.052,100.960,270.694,45.0,0,0,16.00,0,284.00
18.00,41.466,101.040,272.108,45.0,0,0,16.00,0,286.00
18.12,42.880,101.120,273.522,45.0,0,0,16.00,0,288.00
18.25,44.294,101.200,274.936,45.0,0,0,16.00,0,290.00
18.37,45.709,101.280,276.350,45.0,0,0,16.00,0,292.00
18.50,47.123,101.360,277.765,45.0,0,0,16.00,0,294.00
18.62,48.537,101.440,279.179,45.0,0,0,16.00,0,296.00
18.75,49.951,101.520,280.593,45.0,0,0,16.00,0,298.00
18.87,51.365,101.600,282.007,45.0,0,0,16.00,0,300.00
19.00,52.780,101.680,283.421,45.0,0,0,16.00,0,302.00
19.12,54.194,101.760,284.836,45.0,0,0,16.00,0,304.00
19.25,55.608,101.840,286.250,45.0,0,0,16.00,0,306.00
19.37,57.022,101.920,287.664,45.0,0,0,16.00,0,308.00
19.50,58.437,102.000,289.078,45.0,0,0,16.00,0,310.00
19.62,59.851,102.080,290.493,45.0,0,0,16.00,0,312.00
19.75,61.265,102.160,291.907,45.0,0,0,16.00,0,314.00
19.87,62.679,102.240,293.321,45.0,0,0,16.00,0,316.00
20.00,64.093,102.320,294.735,45.0,0,0,16.00,0,318.00
20.12,65.508,102.400,296.149,45.0,0,0,16.00,0,320.00
20.25,66.922,102.480,297.564,45.0,0,0,16.00,0,322.00
20.37,68.336,102.560,298.978,45.0,0,0,16.00,0,324.00
20.50,69.750,102.640,300.392,45.0,0,0,16.00,0,326.00
20.62,71.164,102.720,301.806,45.0,0,0,16.00,0,328.00
20.75,72.579,102.800,303.220,45.0,0,0,16.00,0,330.00
